# Image list with two lines of data per image:
#   IMAGE_ID QW QX QY QZ TX TY TZ CAMERA_ID NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 180, mean observations per image: 0
72 -0.3911611948 0.6880943201 -0.4532782432 -0.4099487292 -0.8751310644 0.03566639211 0.9929204635 2 frontleft_fisheye_image/00014.jpg

73 -0.5686526566 0.8019930199 -0.182296225 0.01447198799 -1.215681431 0.04601898855 -0.2870464388 3 frontright_fisheye_image/00014.jpg

74 -0.2264236115 -0.2947557669 0.7287879145 -0.5750822217 0.8603153033 0.5349794351 -1.227951551 4 left_fisheye_image/00014.jpg

75 0.5668596357 0.7344486199 0.2958871768 -0.2273898782 -0.869633266 -0.06984724772 1.120849464 5 right_fisheye_image/00014.jpg

76 -0.1319235712 -0.1690225072 0.7749715321 -0.5945138247 1.051832602 0.5898536726 -1.473624939 1 back_fisheye_image/00015.jpg

77 -0.1105564317 -0.03723977067 0.8243055148 0.553995391 1.308124972 0.2396180796 0.1476654323 2 frontleft_fisheye_image/00015.jpg

78 0.3343886331 -0.3247531914 0.7609455068 0.4513109155 0.4971715911 0.2732902228 1.310536789 3 frontright_fisheye_image/00015.jpg

79 0.327237367 0.4245022544 0.6692203262 -0.5146432713 1.351257435 -0.03776638721 0.9915797908 4 left_fisheye_image/00015.jpg

80 0.5175217435 0.6677292874 -0.4196292873 0.3319941338 -1.422328482 0.4894973078 -1.102042637 5 right_fisheye_image/00015.jpg

81 -0.1115342847 -0.1481506937 0.7807734549 -0.5966609485 1.185799809 0.6544345363 -1.683119224 1 back_fisheye_image/00016.jpg

82 -0.1226249364 -0.010307808 0.8254701742 0.5508682833 1.507197728 0.3029381946 0.220371269 2 frontleft_fisheye_image/00016.jpg

83 0.3165761124 -0.2878048865 0.773363152 0.4678219185 0.6002208392 0.3018719648 1.476333761 3 frontright_fisheye_image/00016.jpg

84 0.3640378783 0.4661422453 0.63739912 -0.4938726477 1.388612173 -0.08166172139 1.219072879 4 left_fisheye_image/00016.jpg

85 0.4952264667 0.6377449336 -0.4633575442 0.3651464536 -1.406538786 0.5439824829 -1.324313516 5 right_fisheye_image/00016.jpg

86 0.1724483191 0.2347255603 0.7586962348 -0.5827053388 1.667045022 0.1771996382 -0.003743361647 1 back_fisheye_image/00017.jpg

87 -0.3666588094 0.3738874199 0.7339757964 0.4324916705 1.05245972 -0.4646608095 -1.469208523 2 frontleft_fisheye_image/00017.jpg

88 0.07016385031 0.09069852212 0.8187729918 0.562549198 1.850200773 -0.4558552371 0.3132448951 3 frontright_fisheye_image/00017.jpg

89 0.5381479311 0.6976053285 0.3748734226 -0.2884675493 -0.4385698811 -0.2068544763 1.591248222 4 left_fisheye_image/00017.jpg

90 -0.2878231728 -0.3769972398 0.6929043736 -0.5430602466 0.4799031034 0.6512158226 -1.711484898 5 right_fisheye_image/00017.jpg

91 0.1799927134 0.2317780476 0.7587633461 -0.5815150422 1.682463067 0.01005171701 0.7203993869 1 back_fisheye_image/00018.jpg

92 -0.3631295389 0.3756552001 0.7376929353 0.4275853621 0.7546752774 -0.7822893335 -2.00885579 2 frontleft_fisheye_image/00018.jpg

93 0.07817343243 0.09355025346 0.8197158519 0.5596455903 2.220163002 -0.7980977035 -0.2259665168 3 frontright_fisheye_image/00018.jpg

94 0.5431915762 0.6930285021 0.3724417663 -0.2931578714 -1.114529059 -0.1762373304 1.621252384 4 left_fisheye_image/00018.jpg

95 -0.2878209132 -0.3779298646 0.6939128341 -0.5411220916 1.136929192 0.672189785 -1.72555259 5 right_fisheye_image/00018.jpg

96 0.1839178239 0.2289195849 0.7642547009 -0.5741818614 1.735029874 0.05753395037 0.5991866068 1 back_fisheye_image/00019.jpg

97 -0.364292971 0.3756788913 0.7343085251 0.4323736716 0.8970445371 -0.686399643 -1.878227719 2 frontleft_fisheye_image/00019.jpg

98 0.07245198917 0.09235695493 0.817722337 0.5635167094 2.145813588 -0.6786597285 -0.01066566964 3 frontright_fisheye_image/00019.jpg

99 0.5418453734 0.6952177988 0.3751488917 -0.2869479266 -0.8424214189 -0.2090109082 1.668059584 4 left_fisheye_image/00019.jpg

100 -0.2903780852 -0.3743276318 0.694397483 -0.5416378193 0.8097977942 0.6724506943 -1.782062152 5 right_fisheye_image/00019.jpg

101 0.5172998224 0.6731304619 0.421209801 -0.3191842393 -0.6236969126 -0.250561459 1.628853925 1 back_fisheye_image/00020.jpg

102 -0.5574245025 0.766261521 0.3079425533 0.08539665894 -1.642356058 -1.144734854 -1.542073109 2 frontleft_fisheye_image/00020.jpg

103 -0.3143140723 0.6076724552 0.5562166746 0.4717667454 0.7051527048 -1.15455965 -2.127250657 3 frontright_fisheye_image/00020.jpg

